tweet;durum
Bu geceki Facebook gündemi Turkcell in sms fiyatini 14tl ye yukseltmesi.;2
bana ancak adil kullanım saçmalığını bitirirseniz yardımcı olabilirsiniz. Superonline'a geçiş sebebim rahatça download yapıp +;2
Offf Turkcell daralttin beni ne bu ya hergün mesaj.Tamam anladık tanımadığımız numaralardan gelen ödül kazandınız mesajarina itibar etmiycez;2
Hala yeni yıl mesajı atmadı.Diğer operatorlerden geldi .hani belirtmek istedim .yoksa size ugramiyormu ?;2
bu kadar detaylı kişisel bilgimizin turkcellde olmasına rağmen alakasız tanıtım smslerinizi neden gönderiyorsunuz?;2
"internet paketi olarak 10liramı yiyip  bağlanmayan turkcell, dumandan gelsin ""iyisin hoşsun bir yokuşsun harbiden bayağı bir boşsun""";2
Kamil Koç Turkcell'liler bir bilet alana bir bilet bedava kampanyası yapıyor.. Ama içeriğini bakınca sinir oldum..;2
de  olmak sizi cok gizemli bir insan yapar.gun boyu ulasilamazsiniz.;2
Aynen benim abim Bingölde yapmıştı askerliğini dağın tepesi, orada bile çekiyormuş Vodafone. TRCELL çekmiyormuş :-);2
İyi ki kontr aldım... dün geceden beri aynı anda 10 mesaj atıp beni yalnız bırakmayan turkcell sağol canım....;2
Bugün veya herhangi bir gün 1 TL verip saat 23:59'a kadar bol bol konuşmak istemiyorum Turkcell.;2
Paylasmak guzeldir diyor ya turkcell lutfen benimle telefon faturami paylas bi aylik lutfennn lutfennnn;2
Turkcell'i benzer sebeplerle biraktim. Alternatifleri daha mi iyi? Tartisilir:)Tuketiciyi koruyan platformlara ihtiyacimiz var;2
Kesilmeden, arada ses gidip gelmeden bir konuşma yapamaz oldum. İlk fırsatta Turkcell'den kurtulmanın vakti geldi artık...;2
Turkcell numaramı taşıdığım İçin benim de hatırımı sordu 99.40 tl kadar aynı gun internet tamamı;2
Ben eski  seviyorum da ulaşmak için önce kurumsal  ve  aşmak gerekiyor. :((;2
Bir tane acik turkcell ykmu amk;2
Beni  arkadaşlarımın ilgisizliği değil Turkcell ve Vakıfbank'ın zamansız ilgisi bitirdi.;2
hüzün ,umut,belirsizlik...;2
hangi reklamı guzeldiki turkcell'in;2
En kötüsü de, sms olmadığı zaman telefonum defalarca öter. Olduğu zaman ise,  sadece turkcell kontürlerimi yemek için kampanyalar sunar.;2
Bir sosyal medya faciası da  Facebook sayfasında yaşanıyor. Ah ergenleri başına oturtmaktan ne anlarsınız siz sevgili ajanslar;2
Bu Turkcell yedekleme programı kesinlikle bozuk;2
TURKCELL LE GÜLÜMSE HAYATA DEYİP SABAH SABAH GICIK EDERMİŞİM :)));2
timelineda bilgi kirliligi. Her sabahki cakma pozitif tonla gunaydin ile esdeger.;2
Bu Blackberry icin ne cok update geliyor ya! Belki benim wireless baglantim yok! Belki paketimi doldurdum, Turkcell yavaslatti hizimi!;2
Müşteri hizmetlerinin ücretli olması çok saçma yani o kadar reklama paran var buna mı yok turkcell;2
hala sorunlari cozemeZken neden reklam;2
bu turkcell le bi ben mi bağlanamamışım hayata ,bana mı garezi varmış   ? :);2
banada msj geldi turkcell yapmaa;2
bende kazıkçı turkcell'liyim;2
Sabah 7de mesaj atan turkcell sapıkmısın lan;2
Bu Turkcell a.q yeter,yeter imdat kurtarın beni ya!;2
Parayla 'saadet' bu olsa gerek 30 dk da ulaşamadığım Türkcell müşteri hizmetlerine 'gold üyeyim diye 2 dk da ulaşıyorum..;2
gecenin 3 ünde hat kesilir mi beyefendiler?arama merkezini arayamıyorum, net şifremi hatrlamyorum, iletişim algınız farklı.;2
#Turkcell dün 4S'i lanse etti, bugün koca Bahariyedeki TIM'de telefon yok. Tcell daha TIM'lere stok göndermemiş... Ne iş yapar bu Turkcell??;2
2000 yilinda kullandigim  mail hesabina 30 tl fatira yansitan superonline..alah belanizi versin diyorum;2
Saat fark etmeden msj atana turkcell denir :D;2
En azından  Müşteri Hizmetleri ses kayıtlarımı vermezseniz bile çevirip çevirip dinlemenizi tavsiye ederim. :));2
lanet olsun burdan alicam yeni telefon bununla da turkcell in camini kiricam;2
Millet sevgilisine mms ile atsın diye billboardlara sevgi sözcükleri yazıp yalnızlığımı iyice yüzüme vurduğun için teşekkür ederim Turkcell;2
sorma ya turkcele inat 2 hat kulaniyorum turkcell -8 tl :);2
Sayın  1. Neden web siten mobile uyumlu değil? 2. Neden bana indirimli 1gb internet paketini tanımlamadın? Ayrımcılık değil mi bu?;2
abi zannetmiyorum malum turkcell burundan kıl aldırmaz :(( ama platform farklı müşteri kapmak için kampanya yapılabilir;2
TTNETi bilmiyorum ama, Superonline'nin servis hizmeti cok ama cok kotuuu;2
orospu cocugu turkcell ya online islem yapıcam sifremi göndermiyo;2
Bu turkcell varya....100 dk konusma hakki verdi,selenle 10 sn konustuk 5 dakikası coktan gitti nasıl is anlamadiim.;2
"Paylaşmak güzeldir diyen Turkcell'e söylüyorum;senin hoşuna gidebilir ama her ay eşimin seninle maaşını paylaşması bana hiçte güzel gelmiyor";2
Mesajsa turkcell'dir arayansa annemdir.;2
Klasik bir  vakası... Hattınıza TL yükledikten sonra kampanya öneri bombardımanı...;2
O.Ç.   Ne oldu? 8 günde 10bin  çisi KORKUTTU mu seni?;2
avea ya bak sen turkcell ı ne hale sokmus bunlar yuklu tazmınat odemek ıstıyor bellı oldu artık :):) :);2
"Reklam filmlerindeki ""Dış ses""in, son yıllarda #RTE tonlamasında konuştuğunu (Kasımpaşalı stayla) fark eden bir ben değilim";2
Offf diyorum sabah kvk musteri temsilcisi sonra turkcell ardindan isbankasi devamli bant 5'e bas 3'e bas insanla konusmak istiyorum ulennnn;2
"bişey soracın; bu internet vınn'ların en hızlısı ve iyi çekeni hankısıdır (turkcell demeyin bana buz gibi soğurum sizden. adını anmiyacağım)";2
sadece doğduğun gün doğum günü kutlamak çok saçma bence. her gün kutlanabilir. hoşuma da gider hani. türksel kötü oldu.;2
#Turkcell cok gıcık oldum sana!!!!;2
"4 yillik tecrubeme dayanarak söyleyebilirim ki; ""her yerde 4 çeker"" büyük yalan! Bu Turkcell Bakirköy'de cekmiyor.Günesli'de hic cekmiyor...";2
elimi hünkarca ısıran kediye internetimiz KKTCnn en hızlı interneti olacağı vaadiyle bizi kandıran süperonline'a çok büyük küfürler hazırldm;2
Superonline da telvzyon ve net bi kabloya bağlı olduğu için tv gittiği zamn net,net gittğinde ise tv gidiyo haberiniz olsun :);2
bu turkcell cagrı merkezi beni deli ediyor bi türlü anlaşamyruzzzzzzz!!!!;2
superonline magduru daha coktur emin ol.durduk yerde 2mlyar kitlediler bana.superonline cok yalanci kandiriyo hep;2
Erol büyükburç'u ne zaman bir reklamda görsem Shubuo Turkcell reklamları aklıma geliyor.Zamaninda ne başarısız bir kampanya idi.;2
#Superonline’dan nasıl kurtuldum?;2
"kimse seneye görüşürüz esprisi yapmıyo derken,aranan kan bulundu: ""demin sms yaptım seneye kadar kullanıcam,turkcell'i fena kazıkladım.""";2
Maalesef Turkcell sorunumu çözemiyor ben bir süreliğine İsrail'de olacağım;2
Sabah sabah ne guzel msg atiyorsun,bu faturayla rekor kirdim =p#*;2
"nedir senin  derdin turkcell her aramada 50 krşkontor yemek zorundamısınn ;)";2
Bu oçe Turkcell mesaj hakkı talebimi aldı ama cevap vermiyoo :(;2
ozmnn turkcell cok eslilikten yana..;2
Bu türksel herkese bedava veriyor da bana niye vermiyor mal ya;2
Boşu boşuna tl mi yiyo bu turkcell ! Fck;2
Oha telefonum bildiğin çekmiyor şuan Turkcell hayatın yalan senin!;2
Sefil Türkcell , birgün herkes yaptıklarının hesabını verecek. Mezara fatura gönderen TCELL;2
Turkcell bu aralar nedense bana sık sık mesaj gönderiyor.;2
senden kurtulacağıma okadar mutluyum ki turkcell biliyorum kimse senin kadar iyi çekemiyecek ama napalım buraya kadar...;2
Günlükleri Vol. (bilmem kaç) Rumeli Caddesindeki abone merkezinde nakit parayla fatura ödeyemiyorum;2
Bu tcell musteri hizmetleri bni oldurecekk 9 dk hatta kaldm sonucc ?? Beklediginiz icin tesekkurler pehh!;2
"Iphone 4s, 4s uygulamasi ""Seven S.. S.. Sevilir"" yakinda butun TURKCELL'lerde.";2
Bu turkcell bana fake atıyo hee;2
Kadinlar turkcell gibidir once vaad eder sonra çakar;2
#3kelimeyle2011 ocağımı kuruttun;2
olum bak türksel sana çok pis gıcığım ikidir ters gidiyosun bana artık vodafone a geçme zamanıdır.;2
Benim bildiğim bi konuda en fazla 1 tane şampiyon olur ama bu Turkcell Avea ve Vodafone'dan hepsi numara taşımada şampiyon;2
bu turkcell beni niye sevmiyo ya;2
Embesil bir reklam turkcell muzik;2
Sagol Turkcell sen uyarmasan cekilisle bmw kazandigima inanacaktim.;2
"Mesaj geldi; Numaranız aynı kalsın, kazığın adı Turkcell olsun.";2
Karamehmet'in her sektorde kalitesini yerlerde surundurmesinden dolayi kvk, digiturk, turkcell hepsi batsin gram uzulursem adam degilim...;2
Benden bu ay 7 tl değil, 14 tl alman gerekiyordu, çok keksin turkcell;2
İnanın benimde konuştuğum herkes Trcell kullanıyor. Vodafone bence çok daha iyi bir operatör tabiki karar sizin İST denmisnz?;2
allah belanızı versin.ulan acil işim olsa kanser edersiniz adamı ben ses tanıma kaydı yapmak zorundamıyım kardeşim.;2
1 gb internet yapiyorum hala internet kullanimindan param gidiyo  aq senin ahhahahaha;2
110 mb lık internet kullanımına 105 tl fiyat geçiren turkcell itiraz edince geriye dönük tarifelendirme yapıp ücreti 7 liraya düşürdü;2
kontörlü hatlardan vergi kesilmeye başlaması da yeni adetiniz olmalı...!;2
Bi kez daha Allah belanı versin turkcell .!!!;2
faturalı hattı mı kontrlye çevrdm. son extre dn 2 ay sonra fatura gldi onuda ödediğim halde yine fatura geldi Kapitalizm=Turkcelll;2
turkcell zaten bir numaralı dolandırıcı doktor.;2
Bir polis mesaj atar bi egm atar bir turkcell atar bir de o uyardiklari kisiler atar. Hediye kazandiniz diye. Hey Allam.;2
türksel bugün bildiğin taciz etti beni.5 dk rahat vermedi;2
"Turkcell reklamından ""Hediye bakiyeden değil gönülden verilir. Şimdi 50 TL ve üzeri yükleme yapan herkese.."" Şaka yapıonuz dimi :)";2
Bu turkcell iyice mala bağladı,kampanya msjları yetmiyormuş gibi bi de sesli olarak arayp kampanya dinlettler bana ya sapık mıdır nedrler ya;2
Bugune kadar trcell'in vaadettigi hicbir fatura tarifesini tutturamayanlardanmisiniz.;2
O degil de Turkcell'in son reklami ne kadar gercek ustu lan. Copcunun hatundaki telefon falan..;2
yarın turkcell'i basalım o zamn;2
turkcel çok aç odan senin könturleri yiyor yani;2
Böyle giderse ben avea ya akar hacı baydin beni turkcell;2
#superonline ekip yollamis.Hizima carrima curruma bakiyor.Yaptigi ilk sey hiz testi yapilan web siteleri.O site sonuclarini kabuletmem dedim;2
nedir sizin tarife cozemezlerse 2 gunde 96 dan beri    olan hattimi tasiycam artik;2
telefon aldım turkcell'den vodafone'a çevrmek için bi şifre vermeleri lazımmış ama kaç saattir yok. Çok sinir oldum kuzu ya.;2
iyi. hıh. turkcel bulamadım :D;2
Kurumsalsaniz   almak bu kadar zor mu?! Her seferinde sabrimizi zorlamasaniz... :(((;2
abla senin  le olan didisme noldu ya ?;2
Dur bi mesaj atayımda sevdiğinden geldi zannetsin. -Turkcell;2
"dun vodafone catir cutur cekiyoodu, turkcell tirt! cekiyo cekmiyo reklamlarinin sonucu bu.. ; ) #turkcell";2
Kusurlu hizmet veriyosun #turkcell ben seni bu kadar severken yapma bana bunuu;2
telefonum bozuk canim yani suan yolladigim mesaj ancak sabaha gelir sana turkcell bana pek ugrayamiyor da...;2
Düzenli olarak bana mesaj atan Havayı Koklayan Adam!Lütfen bırak artık beni.Olmuyor işte,yürütemiyoruz.Konuş Turkcel'le de bir nefes alayım!;2
Mesajlarımın iletilmeyişine de iyice sinir olmaya başladım. Batarsın inşallah turkcell!;2
Kontörlü hattayken gizlice tırtıkladığın kontörlerimi unutmuyorum türkcell;2
Iyi gunler derken turkcell ? Uykumdan uyandirmak zorundamisiinnn;2
"#turkcell BASINKÖYde ""0"" çeker!!! hayat paylaşına güzelmiş hepsi yalan!!";2
Peki sevgili Turkcell, neden babamın faturasını da benim mail adresime yolluyosun? Tam tersini yapman lazım, benimkini ona gönder tamam mı?;2
İyi olmuş.. Yalaka Acun'a da kıl oluyordum.. Batsın, sürünsün.. Turkcell'e fatura olarak ödediğimiz paraları cebe o indiriyormuş.. Şerefsiz!;2
Online işlem merkezinizi kontrol etmenizi rica ediyorum ! 2 kez farklı tarihlerde işlem yapmak istedim hep sorun çıkartıyor !;2
İsteyen arkadaşlar  bayilerine koşsun.. Yalnız alacağınız hattın bedava olmasına kanmayın. Faturası acıtır sonra :));2
29tl'ye 1GB internet paketi mi olur  ? ben burda gunde 5 rubleye sinirsiz internet kullaniyorum!;2
Offf turkcell malsin kontur gondermek istiyorum ama sistem hatasi veriyo merveye gondermem lazim off offf acil yaa merveden cok ben istiyorm;2
BIKTIM ARTIK FAZLA FATURA ODEMEKTEN 5 DEYİP 10 ALIYORSUNUZ HEP 20 YILLIK MUSTERİNİZİM YETER ARTİK;2
lutfen size atmis oldugum twitime cvp verip beni bilgilendirirmisiniz ?;2
4 çeken wınn ewde nie 1 çekiyo hep açık havadamı kullanıcaz turkcell bunu nasıl düşünemedin yaaa;2
03.15te mesaj atıp yüreğimi hoplatan turkcell'e sevgilerimi yolluyorum burdan;2
su I phone 4 s icin 12 ay taahhut yapsaniz yilbasi bizim icin daha da guzel gecicek :D Avea bile yapmis utandim :D;2
paragoz turkcell nasi kacirdi ki bu firsati hayyyyret :D;2
buyrun turkcell resmi iphone4S kontrat fiyatları  maliyete bakınca almak için deli olmak gerek !!! ev alırım o fiyata;2
Butun kampanyalarda kazigi herzaman turkcelliler yer yasasin #turkcell;2
avea bile acikladi herturlu fiyat.  ve #vodafone dan tik yok;2
benim turkcell bugün fena dağıttı,deneme tweetidir;2
Kullanmadığım bis'in parasını alan Turkcell, senin taaaa mınakoyim;2
superonline daha mi iyi peki? Fiyat olarak ttnet'ten daha ucuza diyorlar ama gördüğüm kadariyla daha pahali?;2
valla 3g bile cekmiyo bazen turkcell i aradm gecen telefon cekmiyo derken yine kesildi.geri bile donmediler.rezalet:);2
"ya bi yürü git Turkcell daha fazla eksilere düşmüyo yapamadım demiyodaa ,ders çalışmışş ahahaha :D okuyo o okuyo ;););)";2
Bu turkcell ve garantide kampanya manyağı bi takım adamlar var, sürekli cep ten mesaj, kardeşim daraldım yaaa, hayattan soğuttunuz beni;2
Kontorum bitti diye turkcell 10 mesaj birden atti.Sakin ol sampiyon!;2
hic ama hic begenmedim. 3 account kullaniyorum ve neye ne geldi hepsi karisti birbirine.;2
bir aydır iptal etmeye çalıştığım paketi, böyle bi paketiniz bulunmayan diyen turkcell gene kazığı çaktı biyerlerime...;2
madem bitti yenilemesi gerekir de turkcell bu ilginç yani mağdursun gibi :);2
saatte baktım 18.18, biri beni düşünüyor dedim, anında mesaj geldi, turkcell, turkcell peşimi bırak artık  :);2
20 tl yükledim,turkcell'den 13 tane mesaj geldi....;2
Bu ara kimse beni arayip sormuyo turkcell mesaj attiginda sevinicek hale geldim sevgili arkadaslarima duyurulur.;2
Cok ibnesin turkcell.Zalımsın turkcell.;2
en iyi 3G bende dıyorsun ama çekmiyor canım cekmiyooor!!! Sözleşmem bitsin 10 senelik müşterin gidiyor. Bilginize! #turkcell;2
Saat daha 10 benım smsım bıttıı alacagın olsun turkcell.................;2
O kadar operator degistirdim turkcell kadar kazik atanini gormedim arkadas smsim bitmemis smsin btti diyip hattimdan 12tl yi de aldi esekler;2
Bugün Turkcell'e bedava ama arayacak Turkcell'li yok;2
Musteri hizmetlerindeki kadina 'turkcell benim tl'lerime kafasina gore biseyler yapiyo, bilmiyorumki.' Diyorum ya :D;2
biz turkcell i takip ediyoruz da turkcell de benim sorunmu bi takip etse şu kurumsal kimliği bı keenara bıraksa;2
lakin fatura elimize geçtiğinde anlıyoruz ki turkcell'in sevişmek olarak nitelendirdiği şey bariz tecavüz..;2
"Biri bana turkcellin sevgi sözcüklerinden yollasa ""ıy kro"" derim. Toprağım nedir ya? Kusura bakma turkcell hiç romantik değilsin...";2
Turkcell çözüm ürettimi yani?;2
#superonline cilar beni dinlemeyip yine o anlasmali sitelerden test yaptilar. Sonuc husran! 20 olmasi gereken hiz zor bela 8 cikti.;2
dıt dıt dırıt tıd.. nefret geldi artık Turkcell !! unut bu melodiyi artık unut unut;2
Var avea, hem bana bugün beleş 250mb internet verdi, bunu bana turkcell verebilir mi sorarım büşra?;2
mesaj atıyosun turkcell tamam onu anladıkta niye bi mesajı 2345678987654567890987656789 kere atıyosun henüz anlamış değilim????????******;2
"istanbulun her yerinde çeken telefonum ev sinirlarina girdigi vakit ""servis yok"" yazmasi çok ilginç !! birde 4 çekerdi turkcell hikayesin !!";2
Eee.. Ne demişler..  Etme çoluk çocukla muhabbet küstürürsün.. Silme  'le götünü kestirirsin :));2
daha yetkili benim sersenişlerimi duyup niye cevap vermemiş hani hizmet kalitesi bu mu yirim senin hizetinide kalitenide ...167tl;2
Kontör yükleyince yalakalik yapan turkcell gibi insanlar var.;2
Bir baz istasyonu kuramadınız ünlüler deyince kuruyonuz amk;2
Oha saçmalığa bak ya #turkcell internet paketi icin iki kere ücret aldı ve sadece biri yüklenmiş;2
"2-Turkcell gibi cep tel.servis sağlıyacaları ortadan kalkacak,uydulardan direk internet ağı ile skype ve benzeri uygulamalar &gt;&gt;&gt;";2
ay aynısı başıma geldi yaaaa...az önce yazdım hatta tcell yurtdışı internette fena kazıklıyo diye:/;2
Ben turkcell den vodafone'na geçmeyi planlıyorum, avea çok kalitesiz...;2
Bu saatte Telekom ve Turkcell beni arayarak kampanya bilgilendirmesi yapti dun gece Garanti saat 04.00 da, dava acilamiyor mu bunlara?;2
Oha ya ne ara  -6 tl olmuş valla para çekiyo turkcell;2
Paket ve kampanya manyagi ettiniz artık bizi cok mu zor tek paket yapıp eşit tarife kesmek ... Sanki aramalar farkliymis gibi...;2
Bir Turkcell GSM şehrinde neler oluyor ? Eğitimindeyim. Baya olaylar oluyor durumlar fena :);2
#turkcellprotesto olm turkcell  e mesaj hakkkı veren yerlerine sokayım senin;2
En sonunda!!! Artik burda da Turkcell hattim calisiyooorrrr!!! :));2
aynısını birkaç hafta önce ben de yazmıştım, bu ne ya?!! paramızı nelerde kullanıyo Turkcell, içimizi baymaya???? evet!;2
Bugün turkcell  mesaj atmadı.. Kesin başkası var... :'(;2
onun bunun cocugu turkcel...son bır haftaya gırdı ya;2
Koskoca tekirdağ'da turkcell şubesi bulamadım vay be;2
superonline duymadı ama sağır sultan duymuş olabilir :));2
#turkcell amacın ne olum sapığım oldun her gece her gece arayıp duruyosun ben de ciddi bi şekilde açıyorum efendim diye bi git allasen ya;2
Operatörler internet paketlerini ücretlendirme konusunda çok acımasız.;2
#YeniYilKararlarim i RT yapana masaüstü bişisi veriyoms.sen önce kazığı sok malum yere sonra takvim ver.ver allahım vr..tavaynan!;2
